,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein_ID,Annotation,Dcor_Gene,padj
10652,136.2224747,-3.515507897,0.826975932,-4.251040158,2.13E-05,0.001607703,Hol_evm.model.scaffold17378.4,-,NA,0.001607703
4176,305.7515947,-3.622030842,0.860090228,-4.211221945,2.54E-05,0.001906302,Hol_evm.model.scaffold05685.3,-,NA,0.001906302
7022,52.96016015,-4.88935873,1.164313383,-4.19934942,2.68E-05,0.001995745,Hol_evm.model.scaffold10590.16,NA,NA,0.001995745
2730,43.12505623,5.413296569,1.290348526,4.195220484,2.73E-05,0.002011231,Hol_evm.model.scaffold03675.5,NA,NA,0.002011231
7158,89.35276819,-3.521098665,0.839432706,-4.194616959,2.73E-05,0.002011231,Hol_evm.model.scaffold10871.3,NA,NA,0.002011231
3806,1962.156776,-2.886864112,0.688701579,-4.191748938,2.77E-05,0.002023605,Hol_evm.model.scaffold05176.1,Apolipophorins,Dcor_evm.model.hic_scaffold_8_pilon.465,0.002023605
2555,106.7647744,2.962026818,0.710303646,4.170085338,3.04E-05,0.002169556,Hol_evm.model.scaffold03458.1,-,NA,0.002169556
4952,37.2268549,3.816531085,0.914744988,4.172235031,3.02E-05,0.002169556,Hol_evm.model.scaffold07003.1,-,NA,0.002169556
7680,222.3493346,4.691912699,1.124769744,4.171442844,3.03E-05,0.002169556,Hol_evm.model.scaffold11615.3,Carbonic anhydrase 2,Dcor_evm.model.hic_scaffold_10_pilon.53,0.002169556
8731,215.4616683,-2.865673224,0.687110506,-4.170614766,3.04E-05,0.002169556,Hol_evm.model.scaffold13539.2,Kinase suppressor of Ras 2,Dcor_evm.model.hic_scaffold_1_pilon.793,0.002169556
1102,86.55028647,-3.718636612,0.89207016,-4.168547251,3.07E-05,0.002170509,Hol_evm.model.scaffold01452.10,NA,NA,0.002170509
8099,281.8304468,-4.015590619,0.964105494,-4.165094635,3.11E-05,0.002189846,Hol_evm.model.scaffold12252.1,Venom serine protease 34,Dcor_evm.model.hic_scaffold_9_pilon.1600,0.002189846
9090,56757.04069,-2.501441868,0.601931914,-4.155689059,3.24E-05,0.002267743,Hol_evm.model.scaffold14276.2,Chitinase-like protein Idgf4,Dcor_evm.model.hic_scaffold_7_pilon.276,0.002267743
2713,441.9701771,2.351589826,0.566743441,4.149302236,3.33E-05,0.002317551,Hol_evm.model.scaffold03649.1,TRPA1,NA,0.002317551
9159,1135.173325,-2.485431243,0.602860687,-4.122729007,3.74E-05,0.002585956,Hol_evm.model.scaffold14415.1,PREDICTED: kinetochore protein SLK19 isoform X3,Dcor_evm.model.hic_scaffold_1_pilon.933,0.002585956
3015,108.7329792,3.469046405,0.843054714,4.114853221,3.87E-05,0.002648008,Hol_evm.model.scaffold04066.4,PREDICTED: uncharacterized protein LOC108564142,Dcor_evm.model.hic_scaffold_5_pilon.1097,0.002648008
6355,7938.691906,-3.474946189,0.844570626,-4.114453049,3.88E-05,0.002648008,Hol_evm.model.scaffold09240.3,Amidophosphoribosyltransferase,Dcor_evm.model.hic_scaffold_10_pilon.1283,0.002648008
8831,384.3756864,-3.747464006,0.913774579,-4.101081486,4.11E-05,0.002788889,Hol_evm.model.scaffold13787.5,-,NA,0.002788889
9334,133.8287444,4.144826759,1.015549443,4.081363824,4.48E-05,0.002982518,Hol_evm.model.scaffold14792.3,HOXC9,NA,0.002982518
9500,7161.918211,-3.353000819,0.821435619,-4.081879021,4.47E-05,0.002982518,Hol_evm.model.scaffold15139.4,S-adenosylmethionine synthase,Dcor_evm.model.hic_scaffold_4_pilon.315,0.002982518
11213,99.63577682,4.291771842,1.051531842,4.081447341,4.48E-05,0.002982518,Hol_evm.model.scaffold18467.1,Delta(9)-fatty-acid desaturase fat-6,Dcor_evm.model.hic_scaffold_10_pilon.590,0.002982518
3066,79.35216256,-3.877367642,0.9522953,-4.071602202,4.67E-05,0.003092034,Hol_evm.model.scaffold04126.1,Transcription factor AP-4,Dcor_evm.model.hic_scaffold_5_pilon.730,0.003092034
2405,346.6253253,-4.06521774,1.000998676,-4.061161953,4.88E-05,0.003180514,Hol_evm.model.scaffold03297.7,-,NA,0.003180514
3341,82.97022048,3.359690718,0.827032447,4.062344508,4.86E-05,0.003180514,Hol_evm.model.scaffold04488.2,MCM3,NA,0.003180514
3618,1288.416593,4.204082963,1.035254139,4.060918767,4.89E-05,0.003180514,Hol_evm.model.scaffold04896.4,Cubilin,Dcor_evm.model.hic_scaffold_3_pilon.650,0.003180514
7857,507.9653456,-3.400609479,0.837671212,-4.059599315,4.92E-05,0.003180514,Hol_evm.model.scaffold11865.2,NR2F2,NA,0.003180514
109,132.4355037,2.969366429,0.73382753,4.046409145,5.20E-05,0.003345832,Hol_evm.model.scaffold00085.12,NA,NA,0.003345832
7637,112.0990257,3.433458126,0.848993146,4.044152937,5.25E-05,0.003359018,Hol_evm.model.scaffold11572.14,NA,NA,0.003359018
6989,40.74484209,3.48007324,0.861499377,4.039553983,5.36E-05,0.003369305,Hol_evm.model.scaffold10540.1,ZNFX1,NA,0.003369305
8333,56.33260073,-3.806405,0.942302222,-4.039473655,5.36E-05,0.003369305,Hol_evm.model.scaffold12605.1,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P,Dcor_evm.model.hic_scaffold_8_pilon.780,0.003369305
10783,32.59316803,-4.326959898,1.070983364,-4.040174705,5.34E-05,0.003369305,Hol_evm.model.scaffold17694.1,SMARCA5,NA,0.003369305
7747,223.4052953,-2.893950646,0.717202809,-4.035052023,5.46E-05,0.003414314,Hol_evm.model.scaffold11693.4,Mothers against decapentaplegic homolog 3,Dcor_evm.model.hic_scaffold_9_pilon.1887,0.003414314
6331,927.0506376,-2.843693697,0.709368087,-4.008770267,6.10E-05,0.003794942,Hol_evm.model.scaffold09167.10,Lipid storage droplets surface-binding protein 1,Dcor_evm.model.hic_scaffold_4_pilon.280,0.003794942
7992,41.7948841,3.763446909,0.939087595,4.007556835,6.14E-05,0.003794942,Hol_evm.model.scaffold12039.5,uncharacterized protein LUCCR_142450,Dcor_evm.model.hic_scaffold_6_pilon.1467,0.003794942
10301,519.0943125,4.970572244,1.24293406,3.999063511,6.36E-05,0.003912224,Hol_evm.model.scaffold16660.5,"Cytochrome c oxidase subunit 6A1, mitochondrial",Dcor_evm.model.hic_scaffold_41_pilon.31,0.003912224
2980,88.65746119,-3.687049152,0.922460781,-3.996971176,6.42E-05,0.0039255,Hol_evm.model.scaffold04023.1,Pseudouridine-5'-phosphate glycosidase,Dcor_evm.model.hic_scaffold_7_pilon.833,0.0039255
3840,96.43375494,4.134935944,1.036770514,3.988284666,6.66E-05,0.004050006,Hol_evm.model.scaffold05211.2,"Glucose dehydrogenase [FAD, quinone]",Dcor_evm.model.hic_scaffold_2_pilon.170,0.004050006
6643,222.2833389,4.958608272,1.244427614,3.984649823,6.76E-05,0.004090389,Hol_evm.model.scaffold09816.2,-,NA,0.004090389
10200,38.30931057,5.039044344,1.266665883,3.978195366,6.94E-05,0.004180529,Hol_evm.model.scaffold16407.1,NA,NA,0.004180529
823,10325.20081,-3.1100641,0.784418748,-3.964800828,7.35E-05,0.004398839,Hol_evm.model.scaffold01049.2,PRPS2,NA,0.004398839
1261,241.242765,-3.118334737,0.786967048,-3.962471803,7.42E-05,0.004418483,Hol_evm.model.scaffold01614.1,Ras-related protein Rab-23,Dcor_evm.model.hic_scaffold_9_pilon.1097,0.004418483
8492,4013.691423,2.445493279,0.617662414,3.95927164,7.52E-05,0.004454535,Hol_evm.model.scaffold12902.2,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,Dcor_evm.model.hic_scaffold_10_pilon.512,0.004454535
5460,6173.782549,-2.769323713,0.699930178,-3.956571387,7.60E-05,0.004470638,Hol_evm.model.scaffold07922.2,mucin-2 isoform X2,Dcor_evm.model.hic_scaffold_3_pilon.489,0.004470638
9032,206.5335278,-3.739499801,0.945295067,-3.955907452,7.62E-05,0.004470638,Hol_evm.model.scaffold14175.4,Methyltransferase-like protein 23,Dcor_evm.model.hic_scaffold_6_pilon.947,0.004470638
8320,128.492495,-3.065389072,0.775537435,-3.952599753,7.73E-05,0.004509423,Hol_evm.model.scaffold12581.51,PREDICTED: uncharacterized protein LOC108566776 isoform X1,Dcor_evm.model.hic_scaffold_8_pilon.601,0.004509423
8643,37.35318512,-4.557010067,1.154873152,-3.94589662,7.95E-05,0.00459784,Hol_evm.model.scaffold13349.1,SPRY domain-containing SOCS box protein 3,Dcor_evm.model.hic_scaffold_7_pilon.1083,0.00459784
9613,982.2918299,-2.616519643,0.663168387,-3.94548307,7.96E-05,0.00459784,Hol_evm.model.scaffold15230.2,Peptide methionine sulfoxide reductase,Dcor_evm.model.hic_scaffold_6_pilon.398,0.00459784
2732,89.59869173,-3.815910012,0.967592755,-3.943714948,8.02E-05,0.004608256,Hol_evm.model.scaffold03675.7,-,NA,0.004608256
9854,80.17823754,4.561132556,1.157326128,3.941095292,8.11E-05,0.004635233,Hol_evm.model.scaffold15695.1,-,NA,0.004635233
8017,75.37026065,-3.961084163,1.006273402,-3.93638961,8.27E-05,0.004703151,Hol_evm.model.scaffold12131.1,RXRA,NA,0.004703151
9487,272.6408114,3.172954351,0.806551336,3.933976931,8.36E-05,0.004726765,Hol_evm.model.scaffold15114.16,Sulfotransferase 1C4,Dcor_evm.model.hic_scaffold_1_pilon.709,0.004726765
7225,2903.6075,2.077350307,0.529052249,3.926550378,8.62E-05,0.00485067,Hol_evm.model.scaffold11024.20,Glucose-6-phosphate 1-dehydrogenase,Dcor_evm.model.hic_scaffold_8_pilon.687,0.00485067
5473,81528.06352,-3.945962271,1.006145746,-3.921859517,8.79E-05,0.004921495,Hol_evm.model.scaffold07932.2,NA,NA,0.004921495
7910,179.9055765,-2.413592394,0.61799522,-3.905519521,9.40E-05,0.005240162,Hol_evm.model.scaffold11943.3,NACHT and WD repeat domain-containing protein 2,Dcor_evm.model.hic_scaffold_9_pilon.814,0.005240162
10809,848.7834671,2.769847276,0.709484075,3.904030232,9.46E-05,0.005246558,Hol_evm.model.scaffold17767.4,PREDICTED: uncharacterized protein LOC108558721 isoform X1,Dcor_evm.model.hic_scaffold_10_pilon.714,0.005246558
10405,45.25083101,3.362775645,0.865091131,3.887192373,0.00010141,0.005596461,Hol_evm.model.scaffold16818.1,PREDICTED: adhesion G protein-coupled receptor F5-like,Dcor_evm.model.hic_scaffold_22_pilon.8,0.005596461
8650,1366.071647,4.213823909,1.085021295,3.88363245,0.000102907,0.005623941,Hol_evm.model.scaffold13368.5,CPVL,NA,0.005623941
9636,150.2065731,3.928592288,1.011420519,3.884232339,0.000102654,0.005623941,Hol_evm.model.scaffold15240.19,Protein nessun dorma,Dcor_evm.model.hic_scaffold_7_pilon.1202,0.005623941
280,141.8504311,-2.777819561,0.716583021,-3.876479739,0.000105979,0.005763804,Hol_evm.model.scaffold00281.1,NA,NA,0.005763804
2625,317.5534109,4.424774724,1.14280172,3.871865648,0.000108005,0.005845797,Hol_evm.model.scaffold03522.10,MORN repeat containing protein 3-like,Dcor_evm.model.hic_scaffold_3_pilon.1105,0.005845797
9498,498.1632379,2.255547439,0.582982355,3.868980628,0.000109291,0.00588709,Hol_evm.model.scaffold15139.2,NA,NA,0.00588709
395,323.2990921,2.939101489,0.760123743,3.866609239,0.000110359,0.005916296,Hol_evm.model.scaffold00436.7,Protein regulator of cytokinesis 1,Dcor_evm.model.hic_scaffold_15_pilon.7,0.005916296
9385,8111.059678,-2.775229645,0.719092256,-3.859351319,0.000113688,0.006065896,Hol_evm.model.scaffold14906.1,PREDICTED: protein app1-like isoform X2,Dcor_evm.model.hic_scaffold_10_pilon.520,0.006065896
3074,3770.820171,2.885872433,0.748525062,3.855411904,0.000115535,0.006135341,Hol_evm.model.scaffold04133.2,-,NA,0.006135341
547,254.8883595,2.48574748,0.645541243,3.850640852,0.000117809,0.006197642,Hol_evm.model.scaffold00711.1,-,NA,0.006197642
7596,67.83177441,3.207817554,0.832840012,3.851661195,0.000117319,0.006197642,Hol_evm.model.scaffold11542.2,-,NA,0.006197642
1396,46.21986325,-3.447656514,0.896270534,-3.846669487,0.000119734,0.006269623,Hol_evm.model.scaffold01753.1,SLC7A9,NA,0.006269623
2378,52.43897309,4.034221392,1.052127132,3.834347836,0.000125898,0.006561844,Hol_evm.model.scaffold03255.4,RNA pseudouridylate synthase domain-containing protein 1,Dcor_evm.model.hic_scaffold_8_pilon.332,0.006561844
5870,211.6384684,-3.193994242,0.833741222,-3.830917983,0.000127666,0.006592956,Hol_evm.model.scaffold08454.3,Homeobox protein abdominal-A homolog,Dcor_evm.model.hic_scaffold_4_pilon.1018,0.006592956
7773,64.4710311,-3.216869391,0.839681084,-3.831060926,0.000127592,0.006592956,Hol_evm.model.scaffold11715.7,Broad-complex core protein isoforms 1/2/3/4/5,Dcor_evm.model.hic_scaffold_1_pilon.545,0.006592956
1549,32364.86182,2.972384121,0.777803847,3.821508638,0.000132638,0.006787436,Hol_evm.model.scaffold01961.3,NA,NA,0.006787436
5437,714.1224621,-3.386776678,0.886187662,-3.821737563,0.000132515,0.006787436,Hol_evm.model.scaffold07862.7,PREDICTED: uncharacterized protein LOC108562361 isoform X1,Dcor_evm.model.hic_scaffold_8_pilon.316,0.006787436
711,609.0405668,-2.318977819,0.60745905,-3.817504766,0.000134808,0.006867287,Hol_evm.model.scaffold00923.5,Arylsulfatase B,Dcor_evm.model.hic_scaffold_5_pilon.1406,0.006867287
10378,1096.503253,2.144809237,0.562189241,3.815101893,0.000136127,0.006903221,Hol_evm.model.scaffold16763.1,Venom dipeptidyl peptidase 4,Dcor_evm.model.hic_scaffold_7_pilon.107,0.006903221
6915,1327.482214,4.150835862,1.089672675,3.809250205,0.000139389,0.007036949,Hol_evm.model.scaffold10346.4,Cytosol aminopeptidase,Dcor_evm.model.hic_scaffold_6_pilon.1092,0.007036949
340,245.9758447,2.844706393,0.748731754,3.799366569,0.000145066,0.007255534,Hol_evm.model.scaffold00352.2,ZNFX1,NA,0.007255534
4798,84.72162385,-3.219349546,0.847561283,-3.798367872,0.000145652,0.007255534,Hol_evm.model.scaffold06684.1,-,NA,0.007255534
7349,37.58379394,3.34733068,0.881084081,3.799104709,0.00014522,0.007255534,Hol_evm.model.scaffold11219.1,"Actin, acrosomal process isoform",Dcor_evm.model.hic_scaffold_7_pilon.383,0.007255534
7170,347.522281,3.944365963,1.039406726,3.794824359,0.000147748,0.007313749,Hol_evm.model.scaffold10889.3,GABRA4,NA,0.007313749
7981,1104.285128,3.910689321,1.030701825,3.794200443,0.00014812,0.007313749,Hol_evm.model.scaffold12034.2,NA,NA,0.007313749
1121,788.5878441,-2.139824504,0.564138345,-3.793084662,0.000148787,0.007314622,Hol_evm.model.scaffold01493.4,WD repeat-containing protein 26,Dcor_evm.model.hic_scaffold_5_pilon.963,0.007314622
2383,260.5591042,3.089053753,0.814707681,3.791609957,0.000149674,0.00732621,Hol_evm.model.scaffold03268.1,-,NA,0.00732621
8819,106.9350054,-3.013315268,0.795078502,-3.78995943,0.000150672,0.007343135,Hol_evm.model.scaffold13778.1,NA,NA,0.007343135
705,28.7936019,4.580698692,1.209676634,3.786713377,0.000152653,0.007375827,Hol_evm.model.scaffold00920.1,-,NA,0.007375827
4579,2717.755441,-2.206761594,0.582713475,-3.787044042,0.00015245,0.007375827,Hol_evm.model.scaffold06326.1,Adenosine deaminase 2,Dcor_evm.model.hic_scaffold_3_pilon.690,0.007375827
386,272.479801,4.471128879,1.181626558,3.783876428,0.000154405,0.007409005,Hol_evm.model.scaffold00435.2,Carnosine N-methyltransferase,Dcor_evm.model.hic_scaffold_9_pilon.609,0.007409005
683,46.33316058,3.970296985,1.049379323,3.783471714,0.000154656,0.007409005,Hol_evm.model.scaffold00915.11,Non-structural maintenance of chromosomes element 1 homolog,Dcor_evm.model.hic_scaffold_9_pilon.244,0.007409005
7430,37.56294093,4.001260491,1.05850786,3.780095212,0.000156768,0.007478384,Hol_evm.model.scaffold11287.2,Nucleoredoxin,Dcor_evm.model.hic_scaffold_9_pilon.1382,0.007478384
620,1726.643535,-2.216329687,0.586772747,-3.777151714,0.000158632,0.007503699,Hol_evm.model.scaffold00820.5,-,NA,0.007503699
10312,2137.095363,-2.542964217,0.67313899,-3.777769905,0.000158239,0.007503699,Hol_evm.model.scaffold16660.18,PREDICTED: adenylosuccinate lyase,Dcor_evm.model.hic_scaffold_1_pilon.1077,0.007503699
9377,96.88227709,4.0159423,1.065155659,3.77028678,0.00016306,0.00768088,Hol_evm.model.scaffold14902.2,NA,NA,0.00768088
560,82.97421571,-3.956379627,1.050080189,-3.767692856,0.000164763,0.007728769,Hol_evm.model.scaffold00743.1,-,NA,0.007728769
8896,827.6369424,-3.360225745,0.896131366,-3.749702188,0.000177045,0.008270412,Hol_evm.model.scaffold13928.1,Uridine phosphorylase 1,Dcor_evm.model.hic_scaffold_10_pilon.1291,0.008270412
3912,405.2812944,-2.970562606,0.792915659,-3.746379042,0.000179405,0.008311714,Hol_evm.model.scaffold05301.4,Equilibrative nucleoside transporter 1,Dcor_evm.model.hic_scaffold_3_pilon.1154,0.008311714
9056,891.1792558,-2.121675311,0.566213392,-3.747130219,0.000178869,0.008311714,Hol_evm.model.scaffold14240.5,Vg,NA,0.008311714
1718,61.61090159,4.256639417,1.137306914,3.742735901,0.000182028,0.00836435,Hol_evm.model.scaffold02227.6,hypothetical protein,Dcor_evm.model.hic_scaffold_7_pilon.341,0.00836435
6791,80.31489197,3.321620957,0.88746943,3.742800422,0.000181981,0.00836435,Hol_evm.model.scaffold10054.1,-,NA,0.00836435
5234,121.2622188,-3.369833792,0.901255744,-3.739042789,0.000184722,0.008419447,Hol_evm.model.scaffold07589.6,-,NA,0.008419447
11361,72.66828884,-3.228897199,0.863479102,-3.739403989,0.000184457,0.008419447,Hol_evm.model.scaffold18777.5,Protein spaetzle 3,Dcor_evm.model.hic_scaffold_1_pilon.767,0.008419447
6749,74.03189826,-2.550390643,0.68256783,-3.736464761,0.000186626,0.008471899,Hol_evm.model.scaffold09969.1,SLC12A1,NA,0.008471899
216,1284.77724,-2.432402786,0.652126482,-3.729955544,0.000191514,0.008658874,Hol_evm.model.scaffold00226.2,NA,NA,0.008658874
1516,82.39657265,-3.633247436,0.975898183,-3.722977971,0.000196887,0.008866202,Hol_evm.model.scaffold01930.1,-,NA,0.008866202
2955,3641.191659,-2.197875519,0.590544215,-3.721779783,0.000197824,0.008872897,Hol_evm.model.scaffold03987.3,Cytochrome P450 4d2 ,Dcor_evm.model.hic_scaffold_7_pilon.1560,0.008872897
9497,458.5608353,3.584077014,0.963997663,3.717931226,0.000200861,0.008973382,Hol_evm.model.scaffold15136.1,Cytosol aminopeptidase,Dcor_evm.model.hic_scaffold_3_pilon.636,0.008973382
4574,36.87490554,-4.125614342,1.110370054,-3.715530985,0.000202777,0.009023194,Hol_evm.model.scaffold06303.1,NA,NA,0.009023194
7497,2620.37496,-2.078262003,0.559684321,-3.713275365,0.000204594,0.009068189,Hol_evm.model.scaffold11381.3,Neprilysin-2,Dcor_evm.model.hic_scaffold_7_pilon.328,0.009068189
8189,316.406536,-3.128653446,0.843536345,-3.708972904,0.000208102,0.009187486,Hol_evm.model.scaffold12357.2,SH2B adapter protein 2,Dcor_evm.model.hic_scaffold_2_pilon.45,0.009187486
2340,79.26670167,-3.82051247,1.030402255,-3.707787371,0.000209078,0.009194536,Hol_evm.model.scaffold03175.4,PREDICTED: uncharacterized protein LOC108560783,Dcor_evm.model.hic_scaffold_10_pilon.1419,0.009194536
2742,25.72238137,4.07288446,1.099968626,3.702727846,0.000213294,0.009343424,Hol_evm.model.scaffold03693.3,Putative fatty acyl-CoA reductase CG5065,Dcor_evm.model.hic_scaffold_3_pilon.49,0.009343424
5343,28.88847252,5.103553145,1.381557162,3.694058622,0.000220703,0.009576042,Hol_evm.model.scaffold07783.3,Pickpocket protein 28,Dcor_evm.model.hic_scaffold_7_pilon.461,0.009576042
5793,575.9188665,-2.840845808,0.769136459,-3.693552393,0.000221143,0.009576042,Hol_evm.model.scaffold08305.3,ankyrin repeat domain-containing protein 33B-like,Dcor_evm.model.hic_scaffold_16_pilon.15,0.009576042
8817,159.6185277,-3.249596634,0.879806004,-3.693537689,0.000221156,0.009576042,Hol_evm.model.scaffold13768.7,Probable chitinase 2,Dcor_evm.model.hic_scaffold_9_pilon.353,0.009576042
5386,23.21051565,4.756829412,1.289471877,3.688974919,0.000225159,0.009681945,Hol_evm.model.scaffold07800.14,Long-chain-fatty-acid--CoA ligase 3,Dcor_evm.model.hic_scaffold_25_pilon.40,0.009681945
5883,143.6071022,4.25566867,1.15367549,3.688791786,0.000225322,0.009681945,Hol_evm.model.scaffold08465.5,Nanos homolog 1,Dcor_evm.model.hic_scaffold_10_pilon.1208,0.009681945
9013,63.52411177,4.44281066,1.20486129,3.687404265,0.000226553,0.009697859,Hol_evm.model.scaffold14169.1,GRIK1,NA,0.009697859
10310,131.4187892,4.501869996,1.221902726,3.68431128,0.000229322,0.009779187,Hol_evm.model.scaffold16660.15,NA,NA,0.009779187
8912,415.683226,-2.170159693,0.589379853,-3.682107016,0.000231314,0.009826928,Hol_evm.model.scaffold13952.1,Transcription factor CP2-like protein 1,Dcor_evm.model.hic_scaffold_9_pilon.235,0.009826928
5095,113.2439629,-4.040246843,1.097884007,-3.680030694,0.000233206,0.009870044,Hol_evm.model.scaffold07338.1,-,NA,0.009870044
6798,1599.746477,-2.061266421,0.560539224,-3.677292029,0.000235723,0.009939217,Hol_evm.model.scaffold10083.3,uncharacterized protein LOC100141687,Dcor_evm.model.hic_scaffold_9_pilon.676,0.009939217
10969,522.7050191,-3.137980995,0.853781632,-3.675390613,0.000237486,0.009976175,Hol_evm.model.scaffold17946.4,RNA-binding protein cabeza,Dcor_evm.model.hic_scaffold_3_pilon.151,0.009976175
10167,216.1254819,-3.115589008,0.848104393,-3.673591405,0.000239165,0.010009369,Hol_evm.model.scaffold16303.1,-,NA,0.010009369
1749,40.537779,-3.163586,0.861429095,-3.672485663,0.000240203,0.01001556,Hol_evm.model.scaffold02246.1,NA,NA,0.01001556
10105,914.0416736,-2.796854295,0.762742,-3.666841862,0.000245565,0.010163845,Hol_evm.model.scaffold16116.2,Organic cation transporter protein,Dcor_evm.model.hic_scaffold_10_pilon.66,0.010163845
11082,953.4814842,1.978206806,0.539477646,3.666893007,0.000245515,0.010163845,Hol_evm.model.scaffold18174.6,NA,NA,0.010163845
5763,1901.547054,-2.208862304,0.603286958,-3.661379174,0.000250861,0.010345037,Hol_evm.model.scaffold08281.10,PREDICTED: uncharacterized protein LOC108559793,Dcor_evm.model.hic_scaffold_8_pilon.823,0.010345037
10677,176.4127218,-3.511043295,0.961806621,-3.650466964,0.000261764,0.010755251,Hol_evm.model.scaffold17404.2,NIPAL1,NA,0.010755251
655,130.877364,-2.819158637,0.772518119,-3.649310699,0.000262945,0.010764487,Hol_evm.model.scaffold00873.1,KIF19,NA,0.010764487
9037,2898.853857,4.167963583,1.143983656,3.643376862,0.000269084,0.010975914,Hol_evm.model.scaffold14207.2,NA,NA,0.010975914
2569,229.865817,4.560666592,1.253268087,3.639019169,0.000273678,0.011123003,Hol_evm.model.scaffold03468.15,TTLL1,NA,0.011123003
2646,2496.748924,2.124232985,0.5846086,3.633598589,0.000279496,0.011318566,Hol_evm.model.scaffold03560.5,Glycerophosphodiester phosphodiesterase 1,Dcor_evm.model.hic_scaffold_10_pilon.688,0.011318566
6084,174.225825,-2.893275703,0.797088635,-3.629804235,0.000283636,0.011445079,Hol_evm.model.scaffold08786.10,Solute carrier family 41 member 1,Dcor_evm.model.hic_scaffold_8_pilon.415,0.011445079
10394,248.2892748,3.001229887,0.829287436,3.619046615,0.00029569,0.011888865,Hol_evm.model.scaffold16798.4,Endothelin-converting enzyme homolog,Dcor_evm.model.hic_scaffold_1_pilon.741,0.011888865
